f,,CREATOR,TITLE,TITLE_PUB,Texte illustré par une photo prise par Roud,CONTRIBUTOR,NUMBER,PLACE,PUBLISHER,DATE,FORMAT,REUSED,TRANSCRIBED,WEBSITE_INTEREST,DIGITIZED,Original dans le fonds Roud CRLR
88,Périodique,Roud Gustave,"I. Le Cerisier fleuri, II. Le Rameau de cerisier, III. Le Merisier bernois, IV. Chanson, V. L'Énigme (rubrique ""Notes"")",Aujourd'hui,,,28,,,1930-06-12,p. 1,"La deuxième partie du fragment V (”L’énigme”) est repris dans Air de la solitude, Écrits II, p. 166-167, depuis “l’énigme qui point à la naissance...”. Cahiers, 6, p. 22-25. Les trois derniers poèmes ont également été publiés dans Les Fleurs et Les Saisons, p. 97-102.",Fait,,,Oui
39,Périodique,Roud Gustave,"III. Alexandre Blanchet. Un Vinci à Lausanne (rubrique ""Beaux-Arts"")",Tribune de Lausanne ,,,,,,1922-11-01,p. 3,"Salut à quelques peintres, p. 45-50.",Fait,,,Oui
26,Périodique,Roud Gustave,Image sans emploi,La Revue romande,,,"3ème série, 10",,,1919-10-15,p. 1-2,"Repris (sauf la fin) dans “Images”, Campagne perdue, Écrits III, p. 90-92. Repris dans L'Organe de l'Association romande du personnel de la librairie et de l'édition, en septembre 1968 ",Fait,,,Oui
166,Périodique,Roud Gustave,Images du Jorat,Illustré,,,26,,,1936-06-25,p. 802-803,"Ce texte préfigure ""Présences à Port-des-Prés"", Feuille centrale de Zofingue, 1941. Cahiers, 6, p. 71-72.",Fait,,,Oui
144,Périodique,Roud Gustave,Inutilisable,Aujourd'hui,,,109,,,1931-12-31,p. 1-2,"Repris en partie (”Parmi ceux qui vivent [...] de lui dire”), et avec quelques variantes, dans le poème “L’Attente”, dans Le Repos du cavalier, Écrits II, p. 248-254. Ce texte sera repris, avec plusieurs variantes et suppressions, dans le Bulletin de La Guilde du Livre, n° 12, en décembre 1945, p. 203-206. Cahiers, 6, p. 50-52.",Fait,,,
248,Périodique,Roud Gustave,Inutilisable,La Guilde du Livre,,,12,,,1945-12,p. 203-206,"Repris en partie (“Parmi ceux qui vivent (...) de l’absence”), avec des variantes, dans “L’attente”, Le repos du cavalier, Ecrits II, p. 248-254.",Fait,,,Oui
428,Périodique,Roud Gustave,Itinéraire,La Vallée de la Broye,,,,,,1953,,"Repris dans ""Itinéraire"", L'Écho de la Broye.",Fait,,,Oui
676,Périodique,Roud Gustave,Itinéraire,Écho de la Broye,,,92,,,1955-12-02,4,,Fait,,,Oui
347,Périodique,Roud Gustave,Je me souviens…,Semeur vaudois,,,29,,,1957-07-20,p. 1,Repris de [SI CE QU’ON APPELLE UN « PRIX LITTÉRAIRE » …],Fait,,,Oui
157,Périodique,Roud Gustave,"Jean Viollier (rubrique ""Chronique, Nos hors-texte"")",Présence,,,1,,,1935-02,p. 36-37,"Salut à quelques peintres, p. 81-86.",Fait,,,
304,Périodique,Roud Gustave,Jeunes paysans dans la lumière,Vie,,,4,,,1953,p. 10-11,"Le paragraphe “Dix heures” reprend “Dix heures”, Essai pour un paradis, Ecrits I, p. 252-253. Repris, avec d’importantes variantes et suppressions, dans “La Croix”, Campagne perdue, Ecrits III, p. 197-199. Cahiers, 6, p. 83.",Fait,,,Oui
179,Périodique,Roud Gustave,"Jeux de Merlin, par Marthe Boidin (rubrique ""Notes"")",Suisse romande,,,"2e série, 1",,,1938-04,p. 45,,Fait,,,
400,Périodique,Roud Gustave,L'Accueil au monde,Bulletin des anciens élèves du collège de Nyon,,,23e année,,,1969-09,p. 8-9,Homage à Georges Nicole,Fait,,,Oui
136,Périodique,Roud Gustave,"L'Ange de l'automne, Dialogue avec l'ange (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,94,,,1931-09-17,p. 1-2,"Écrit à Carrouge, p. 77-84.",Fait,,,
522,Périodique,Roud Gustave,L'Aveuglement,"Daniel Maggetti, Lectures conseillées, Une anthologie",,,,Vevey,Aire,2002,p. 147-151,,,,,
309,Périodique,Roud Gustave,L'envoûtement mystérieux des Esprits de la terre,Arts,,,,,,1953-06-18,p. 11,"Repris dans Cahiers 9, pp. 58-62 sous le titre ""Une victoire poétique sur le Temps : Les Esprits de la terre de Catherine Colomb"".",Fait,,,Oui (celui du 18 juin)
,Périodique,Roud Gustave,L'envoûtement mystérieux des Esprits de la terre,Arts,,,,,,1953-07-03,p. 9,"Repris dans Cahiers 9, pp. 58-62 sous le titre ""Une victoire poétique sur le Temps : Les Esprits de la terre de Catherine Colomb"".",Fait,,,Oui (celui du 18 juin)
412,Périodique,Roud Gustave,L’Alchimiste au regard aigu,Gazette de Lausanne,,,,,,1972-10-07(-08),,"Avant les autruches, après les iguanes, p. 458-460",Fait,,,Oui
176,Périodique,Roud Gustave,L’Âme romantique et le rêve,"La Revue du dimanche, supplément hebdomadaire de La Revue de Lausanne",,,,,,1938-01-02,p.  2,,Pas fait,,,Oui ET Fonds Daniel Simond
272,Périodique,Roud Gustave,L’Ami dans la vallée,La Guilde du Livre,,,9,,,1948-09,p. 202-204,"Repris en partie (depuis “Lentement, sous le regard...”) et avec quelques variantes, dans “L’ami dans la vallée”, Le repos du cavalier, Ecrits II, p. 259-265.",Fait,,,Oui
218,Périodique,Roud Gustave,L’Amour des fleurs,La Semaine de la femme,,,30,,,1942-07-22,p. 1,,Fait,,,Oui
338,Périodique,Roud Gustave,L’Ancien Bruit des fléaux à la campagne (Campagne d'hier),Journal et Feuille d'Avis du Valais et de Sion,,,,,,1956-04-03,p. 1,"Feuille d'avis des Montagnes, Le Locle, 1956-04-24. L'Écho de la Broye, 1956-05-8.",Fait,,,Oui (coupures de presse des trois journaux)
61,Périodique,Roud Gustave,"L’Arbre qui tombe (rubrique ""Notes"")",Aujourd'hui,,,5,,,1930-01-02,p. 3,Campagne perdue,Fait,,,
379,Périodique,Roud Gustave,L’Aveuglement,Écriture,,,2,,,1966-,p. 9-12,"Écrits III, D. Maggetti, Lectures conseillées, Europe.",Fait,,,
279,Périodique,Roud Gustave,L’enclave,Gazette de Lausanne,,,,,,1949-06-04,p. 7,"Repris avec quelques variantes dans “L’enclave”, in Le repos du cavalier, Ecrits II, p.241-247.",Fait,,,Non
311,Périodique,Roud Gustave,L’Enclave,Pays du Lac,,,"1ère série, 1",,,1953-10,p. 5-7,"cf. “L’Enclave”, paru dans la Gazette de Lausanne le 4 juin 1949. Repris, avec quelques variantes, dans “L’enclave”, Le repos du cavalier, Ecrits II, p. 241-247.",Fait,,,Oui
173,Périodique,Roud Gustave,L’Hiver dans un village de chez nous,Illustré,,,8,,,1938-02-24,p. 232-233,"Cahiers, 6, p. 110-111.",Fait,,,Oui
60,Périodique,Roud Gustave,"L’Homme et le blé (rubrique ""Textes"" (chronique))",Aujourd'hui,,,4,,,1929-12-26,p. 5,"Cahiers, 6, p. 101-103.",Fait,,,
398,Périodique,Roud Gustave,La Conquête d'un monde,Gazette de Lausanne,,,,,,1968-12-07(-08),p. 35,"Cet article reprend la fin de la préface que Roud a écrite pour les Œuvres de Catherine Colomb, repris dans Lectures, p. 131-146",Pas repris,,,Oui
396,Périodique,Roud Gustave,La Désertion,Gazette de Lausanne,,,,,,1968-09-21(-22),p. 37,"Même texte que celui paru dans Etudes de lettres (no 3, 1968). Lectures, p.127-130",Pas repris,,,Oui
414,Périodique,Roud Gustave,La Fascination des eaux,Gazette de Lausanne,,,,,,1973-11-03/04,p. 4,Homage à Daniel Simond,Fait,,,Oui
286,Périodique,Roud Gustave,La Fondation C.F. Ramuz,La Guilde du Livre,,,9,,,1950-09,p. 204,,Fait,,,Non (mais dans boîte La Guilde du Livre)
344,Périodique,Roud Gustave,La lampe éteinte et la chanson perdue,Gazette de Lausanne,,,,,,1957-04-20(-21),p.9,"Repris avec quelques variantes dans “La lampe éteinte et la chanson perdue”, Campagne perdue, Ecrits III, p.144-151",Fait,,,Oui
261,Périodique,Roud Gustave,"La mort de C. F. Ramuz, Adieu",Servir,,,22,,,1947-05-29,p. 1,"Cahiers, 16, p. 165-166. Avant les autruches, après les iguanes, p. 359-360.",Fait,,,Oui
257,Périodique,Roud Gustave,La petite gare,"CFF, Pour un anniversaire (1847-1947)",,,,Lausanne,Mermod,1947,p. 131-138,"Repris sous le titre ""Écublens-Rue"" dans la réédition de Haut-Jorat en 1978.",Fait,,,Non
333,Périodique,Roud Gustave,"La Poésie de Pierre-Louis Matthey (rubrique ""Moments littéraires"")",Gazette de Lausanne,,,,,,1955-10-22(-23),p. 10,,Fait,,,Oui
8,Périodique,Roud Gustave,La Présence perdue,"C. F. Ramuz, Chant de Pâques",,préface Gustave Roud,,Lausanne,La Guilde du Livre,1951,s.n.p.,"Préface (publiée en fac-similé, comme le texte de Ramuz qui suit). Lectures, p. 91-96. Cahiers, 16, p. 171-176.",Fait,,,Non
426,Périodique,Roud Gustave,"La vie artistique, L’aula décorée par M. Rivier","L'Aula du Palais de Rumine, le décor de Louis Rivier",,Schaefer Patrick,,Université de Lausanne,,1987-,,"Salut à quelques peintres, Article écrit le 1923-04-23. p. 51-56.",Fait,,,
41,Périodique,Roud Gustave,"La Vie artistique, Le ""Turnus""",Tribune de Lausanne,,,,,,1923-04-26,p. 3,"Avant les autruches, après les iguanes, p. 19-21.",Fait,,,
42,Périodique,Roud Gustave,"La Vie artistique, Travaux de l’École cantonale de dessin",Tribune de Lausanne,,,,,,1923-08-05,p. 3,,Fait,,,Oui
89,Périodique,Roud Gustave,"La Voix de Robert Desnos (rubrique ""Textes"")",Aujourd'hui,,,28,,,1930-06-12,p. 5,,Fait,,,
75,Périodique,Roud Gustave,La Voix humaine,Aujourd'hui,,,18,,,1930-04-03,p. 5-6,,Fait,,,
221,Périodique,Roud Gustave,Labour,La Semaine de la femme,,,45,,,1942-11-07,p. 9,"Les Fleurs et Les Saisons, p. 73-75. Premier paragraphe en partie repris dans « Pour un bouquet des quatre-saisons », « Pensée sauvage », La Guilde du Livre, mai 1953.",Fait,,,Oui
387,Périodique,Roud Gustave,Labour ancien,"De Ronsard à Breton, recueil d'essais, hommages à Marcel Raymond",,,,Paris,José Corti,1967-06,p. 277,"Reprise, avec des modifications, du texte ""Fragments"" (Revue romande, décmebre 1920). Ce texte sera repris sans modifications dans Campagne perdue.",Fait,,,Oui
225,Périodique,Roud Gustave,Laboureur au repos,Vie Art Cité,,,4,,,1943,s. n. p.,"Tiré sans changement de Pour un moissonneur. Avec une introduction de Georges Nicole, non reprise.",Pas fait,,,Oui
152,Périodique,Roud Gustave,Labours de printemps,Illustré,,,16,,,1934-04-19,p. 432-433,,Fait,,,Oui
103,Périodique,Roud Gustave,"Le Corps et l’Ombre, fragments",Aujourd'hui,,,47,,,1930-10-23,p. 5,"Repris dans “Le Corps et l’Ombre”, dans Petit traité de la marche en plaine, Écrits I, p. 148-160.",Fait,,,
306,Périodique,Roud Gustave,Le Haut-Jorat,Gazette de Lausanne,,,,,,1953-02-19,p. 28,,Fait,,,Oui
416,Périodique,Roud Gustave,Le Haut-Jorat,Jorat,,,,,Chambre économique du Jura,1974-,,,,,,"Pas dans RERO, à acheter par la BCU!"
247,Périodique,Roud Gustave,Le Jorat,Courants,,,2,Neuchâtel,La Baconnière,1945,p. 5-16,Repris dans Haut-Jorat.,Fait,,,Non
255,Périodique,Roud Gustave,Le Monde réel,Gazette de Lausanne,,,,,,1946-10-19,p. 3,"Ce texte sera repris en mai-juin 1957, dans la revue Pour l’art. Lectures, p.31- 34.",Fait,,,Non
346,Périodique,Roud Gustave,Le Monde réel,Pour l'Art,,,54,,,1957-05(-06),p.3-4,"Cf. “Le Monde réel”, Gazette de Lausanne, 19 octobre 1946. Lectures, p.31-34. Cette nouvelle version comporte quelques modification, principalement au début et à la fin.",Fait,,,Oui
358,Périodique,Roud Gustave,Le mystère Lecoultre,"Jean Lecoultre, Dix pochoirs",,Verseau,,Lausanne,,1959-,s. n. p.,Préface.,Fait,,,
246,Périodique,Roud Gustave,Le paysan,Économie,,,2,,,1945-09,p. 23-26,"Repris sous le même titre, avec quelques modifications, dans Réforme, 11 juin 1955.",Fait,,,Non
331,Périodique,Roud Gustave,Le Paysan,Réforme,,,534,,,1955-06-11,p. 6,"Paru pour la première fois, avec de légères différences, dans la revue Economie en septembre 1945.",Fait,Non,,Oui
604,Périodique,Roud Gustave,Le paysan,Semeur vaudois,,,13,,,1954-03-27,3 et 4,,"Légères modifications de ""Le Paysan"" paru dans Economie, septembre 1945, pp. 23-26. A reporter dans le fichier texte.",,,Non
97,Périodique,Roud Gustave,Le Peintre Steven-Paul Robert,Aujourd'hui,,,41,,,1930-09-11,p. 4-5,"Salut à quelques peintres, p. 73-80.",Fait,,,
167,Périodique,Roud Gustave,Le Peintre Steven-Paul Robert,Illustré,,,35,,,1936-08-27,p. 1082,,Fait,,,Oui
275,Périodique,Roud Gustave,Le Peintre Steven-Paul Robert,Vie Art Cité,,,4,,,1949,p.28-29,"Reprend, en grande partie, un article également intitulé “Le peintre Steven-Paul Robert”, paru dans la revue Aujourd’hui, n°41, 11.09.1930.",Fait,,,Non
380,Périodique,Roud Gustave,Le Peintre Steven-Paul Robert,"Steven-Paul Robert, 1896, ""Les Cahiers d'Art-Documents""",,"préface de Gustave Roud, documentation réunie par Ernest Manganel",232,Genève,Pierre Cailler,1966-,p. 2-4,"Salut à quelques peintres. Accompagné d'une biographie de Robert (établie par Roud ?), d'une bibliographie et d'une liste de ses expositions.",Fait,,,Oui
217,Périodique,Roud Gustave,"Le Peintre Steven-Paul Robert (rubrique ""Les Beaux-Arts"")",Suisse contemporaine,,,7,,,1942-07,p. 596-597,,Fait,,,Non
295,Périodique,Roud Gustave,Le repos du cavalier,Rencontre,,,9–10,,,1951-06(-08),p. 34-35,"Repris, avec quelques variantes, dans “Le repos du cavalier”, in Le repos du cavalier,  Ecrits II, p.255-258.",Fait,,,
177,Périodique,Roud Gustave,"Le Secret des Compagnons, par Henri Pourrat (Gallimard) (rubrique ""Notes"")",Suisse romande,,,"1ère série, 5",,,1938-02,p. 253,,Fait,,,
296,Périodique,Roud Gustave,Le Vagabond ensorcelé,La Guilde du Livre,,,9,,,1951-09,p. 212,Sur le livre de Nicolas Leskov,Fait,,,Non (mais dans boîte La Guilde du Livre)
370,Périodique,Roud Gustave,Le Vase bleu de Paul Cézanne,Carreau,,,72,,,1962-12,p. 26-27,"Salut à quelques peintres, p.25-29.",Fait,,,Non
85,Périodique,Roud Gustave,Lecture d’Ulysse,Aujourd'hui,,,24,,,1930-05-15,p. 4,Sur James Joyce,Fait,,,
4,Périodique,Roud Gustave,Lectures,,,"éd. et présentation Philippe Jaccottet, Doris Jakubec",,Vevey,L'Aire,1988,,,,,,
37,Périodique,Roud Gustave,"Les Arts à Genève, I. Exposition du Disque",Tribune de Lausanne,,,,,,1922-10-05,p. 4,,Fait,,,
38,Périodique,Roud Gustave,"Les Arts à Genève, Quelques peintres romands à la XVe Exposition nationale des Beaux-Arts",Tribune de Lausanne,,,,,,1922-10-19,p. 3,"Avant les autruches, après les iguanes, p. 15-17.",Fait,,,Oui
340,Périodique,Roud Gustave,Les Cahiers vaudois furent un combat,Gazette de Lausanne,,,,,,1956-05-12(-13),p. 9 et 13,,Fait,,,Oui (manque la p. 13)
260,Périodique,Roud Gustave,Les Courses villageoises,Le Dragon romand,,,4,,,1947-04,p. 1-2,"Cahiers, 6, p.116-119.",Fait,,,Non
190,Périodique,Roud Gustave,Les Droits de la poésie… Lettre de Gustave Roud,La Guilde du Livre,,,10,,,1939-10,p. 147-149,"“Lettre”, Air de la solitude, Écrits II, p. 89-102.",Fait,,Oui,Oui
185,Périodique,Roud Gustave,"Les Élégies romaines de Goethe traduites par J.-P. Samson (Édition de ""Présence"", kündig, Genève)",Suisse romande,,,"3e série, 1",,,1939-02,p. 42,,Fait,,,Oui
78,Périodique,Roud Gustave,"Les Principes du nouveau cinéma russe (rubrique ""aujourd'hui"")",Aujourd'hui,,,21,,,1930-04-24,p. 1,Long extrait d'une conférence d'Eisenstein – choisi par Roud ? Pas signé.,Fait,,,
55,Périodique,Roud Gustave,Lettre,Gazette de Beau-Site,,,5,,,1929-08-01,,à Monsieur Theurillat,Fait,,,Oui
101,Périodique,Roud Gustave,Lettre,Aujourd'hui,,,46,,,1930-10-16,p. 3,"Texte repris, avec de légères variantes, sous le titre “Lettre I”, Petit traité de la marche en plaine, Écrits I, p. 161-174.",Fait,,,Oui
98,Périodique,Roud Gustave,Lettre ,Aujourd'hui,,,42,,,1930-09-18,p. 1-2,"Lettre à Ramuz (Sur la montagne). Lectures, p. 63-70. Dispute sur la montagne, Loches, La Guêpine, 2015.",Fait,,,
113,Périodique,Roud Gustave,"Lettre (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,61,,,1931-01-29,p. 5,"Repris et modifié dans “Pigeons”, Air de la solitude, Écrits II, p. 125. Ecrit à Carrouge, p. 39-43.",Fait,,,
278,Périodique,Roud Gustave,Lettre au poète Werner Weber,La Guilde du Livre,,,5,,,1949-05,p. 114-116,"Lectures, p. 99-104. Contient la traduction d'un poème de Werner Weber.",Fait,,,Oui
443,Périodique,Roud Gustave,Lettre de Gustave Roud à Henri-Louis Mermod,Les Échos de Saint-Maurice (numéro spécial consacré à Maurice Chappaz),,intro. Jérôme Meizoz,,,,1998,p. 43-46,,,,,
79,Périodique,Roud Gustave,"Lettre de Picasso (rubrique ""Textes"")",Aujourd'hui,,,21,,,1930-04-24,p. 5-6,Brève introduction de Roud,Fait,,,
452,Périodique,Roud Gustave,Lettres à et de Pierre-Louis Matthey,Études de Lettres,,,2–3,,,"1972, 04 (à 09)",p. 133-143,,Pas repris,,,Oui
76,Périodique,Roud Gustave,Lettres vivantes,Aujourd'hui,,,19,,,1930-04-10,p. 5-6,,Fait,,,
95,Périodique,Roud Gustave,Livres d’images,Aujourd'hui,,,36,,,1930-08-07,p. 2,,Fait,,,
405,Périodique,Roud Gustave,Lussery,24 heures,,,,,,1972-04-10,p. 49,"Repris dans “Lussery”, Campagne perdue, Écrits III, p. 163-165.",Fait,,,Oui
419,Périodique,Roud Gustave,Lussery,Voix des lettres,,,3,,,1975-,p. 34,Reprise sans modification du texte paru dans Campagne perdue.,Pas repris,,,
198,Périodique,Roud Gustave,Lutteurs,Illustré,,,47,,,1940-11-21,p. 10,,Fait,,,Oui
128,Périodique,Roud Gustave,"Main de Faucheur, Halte, Réponses (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,81,,,1931-06-18,p. 1-2,"“Main de faucheur” est repris, sans titre et modifié, dans Air de la solitude, Écrits II, p. 183-184. Les deux premiers paragraphes de “Halte” sont repris et modifiés dans Campagne perdue, Écrits III, p. 94-95. Le dernier paragraphe de cette partie est intégré par Roud, modifié, dans la deuxième édition de Feuillets en 1950. “Réponses” est repris avec quelques variantes dans “Ange”, Air de la solitude, Écrits II, p. 168-170. Écrit à Carrouge, p. 65-69.",Fait,,,
228,Périodique,Roud Gustave,Mémoire,La Guilde du Livre,,,2,,,1943-02,p. 21-22,"“Mémoire”, Air de la solitude, Ecrits II, p. 233-238.",Fait,,,Oui
353,Périodique,Roud Gustave,Merci,Le Courrier de la Broye et du Jorat,,,"8e année, 2",,,1958-01-09,p. 1-2,Discours de G. Roud lors de la remise de la bourgeoisie d’honneur de Carrouge,Fait,Oui,,Oui
421,Périodique,Roud Gustave,Mirage d'hiver (fragment),"Littératures de langue française hors de France , Anthologie didactique",,,,Sèvres,FIPF,1976-,p. 587-588,Reprise sans modification du texte paru dans Campagne perdue,Pas repris,,,
240,Périodique,Roud Gustave,Mirage d’hiver,La Guilde du Livre,,,2,,,1945-02,p. 18-20,"Repris avec quelques variantes dans “Mirage d’hiver”, Campagne perdue, Ecrits III, p. 129-136.",Fait,,,Oui
239,Périodique,Roud Gustave,Moissonneur endormi,Formes et couleurs,,,2,,,1945,s.n.p.,"Reprend le poème “Sommeil”, in Essai pour un paradis (1932), Ecrits I, p.254-256.",Fait,,,Non
82,Périodique,Roud Gustave,Moissons,Almanach des champs,,,,Paris,Horizons de France,1930,p. 99-102,"Halte en juin, Fata Morgana, 2001, p. 21-24. Cahiers, 6, p. 91-92.",Fait,,,
219,Périodique,Roud Gustave,Moissons,La Semaine de la femme,,,33,,,1942-08-15 ,p. 9,"Halte en juin, p. 33-36. Cahiers, 6, p. 97-98.",Fait,,,Non
354,Périodique,Roud Gustave,Moissons,Semeur vaudois,,,32,,,1958-08-09,p. 1,"Reprend, avec de nombreuses variantes, un texte paru dans la revue Aujourd’hui, n°90, en août 1931. Cahiers, 6, p.99-100.",Fait,Oui (photo de Roud ?),,Oui
153,Périodique,Roud Gustave,"Moulin de Lussery (rubrique ""Actualité littéraire"")",Le Radio,,,"XIIe année, n° 607",,,1934-11-23,p. 1775,"Poème repris en partie, et avec des ajouts, dans Requiem, Écrits III, p. 37. ",Fait,,,Oui
283,Périodique,Roud Gustave,Nicolas Poussin ou le lyrisme pur,Pour l’Art,,,10,,,1950-01(-02),p. 4-6,"Revue de Belles-Lettres, 3-4, 1975. Salut à quelques peintres, p.11-18.",Fait,,,¨
418,Périodique,Roud Gustave,Nicolas Poussin ou le lyrisme pur,Revue de Belles-Lettres,,,3–4,,,1975-,p. 27-31,"Reprise de ""Nicolas Poussin ou le lyrisme pur"", Pour l'art, 3, novembre-décembre 1948.",Pas repris,,,
25,Périodique,Roud Gustave,Notes,La Revue romande,,,"3ème série, 1",,,1919-01,p. 5-6,"Le fragment I est repris dans “Service”, Feuillets, Écrits I, p. 43-44. Cahiers, 6, p. 13-16.",Fait,,,Oui
33,Périodique,Roud Gustave,"Notes (Padoue, Toscane, Volterra, Retour)",La Revue romande,,,"4ème série, 20",,,1921-03-25,p. 9-10,"Deux fragments sont repris dans Feuillets, ""Petit voyage"" : ""Toscane"" et le second paragraphe de ""Volterra"" (Ecrits I, p. 59-60 et 61-62). Cahiers, 6, p.17-19",Fait,,,
70,Périodique,Roud Gustave,Notes (rubrique),Aujourd'hui,,probablement de Roud,14,,,1930-03-06,p. 2,"Notes que la ""Table générale 1929-1932"", établie par Francine Barthassat en 1972 et révisée par Jacques Dubosson en 1986, donne comme ""probablement Rd"".",Fait,,,
94,Périodique,Roud Gustave,Note sur William Blake,Aujourd'hui,,,33,,,1930-07-17,p. 4-5,,Fait,,,
184,Périodique,Roud Gustave,"Notre belle Romandie, Architectures",Illustré,,,40,,,1938-10-06,p. 1247,,Fait,,,Oui
121,Périodique,Roud Gustave,"Novalis (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,70,,,1931-04-02,p. 1-2,"Roud reprendra en partie et modifiera cet article dans la préface de son volume de traductions de Novalis (Lausanne, Mermod, 1948 ; rééd. Saint Clément, Fata Morgana, 2002). Écrit à Carrouge, p. 53-59.",Fait,,,
106,Périodique,Roud Gustave,Novembre 1918,Aujourd'hui,,,50,,,1930-11-13,p. 1,"Repris, avec quelques variantes, sous le titre “Novembre ancien”, dans Air de la solitude, Écrits II, p. 220.",Fait,,,
222,Périodique,Roud Gustave,Œuvres d’Auberjonois à Winterthour,Gazette de Lausanne,,,,,,1942-12-15,p. 1,"Avant les autruches, après les iguanes, p. 318-320.",Fait,,,Oui
149,Périodique,Roud Gustave,"Œuvres de Jean Clerc (rubrique ""Notes"")",Présence,,,3,,,1933-1934,p. 60-61,"Jean Clerc, sculpteur 1908-1933, Lausanne, Éditions de Mon Repos, 1943. Salut à quelques peintres, p. 95-98.",Fait,,,
44,Périodique,Roud Gustave,Oeuvres de René Auberjonois au Kunsthaus de Zurich,Tribune de Lausanne,,,,,,1923-10-07,p. 1,"Avant les autruches, après les iguanes, p. 30-31.",Fait,,,
254,Périodique,Roud Gustave,"Page de ""L'été"", Les Foins",Le Courrier de La Plata,,,,,,1946-08-01,p. 4,"Ce poème sera repris avec quelques variantes dans le chapitre “Foins” de Haut-Jorat d’été (Bulletin de La Guilde du Livre, août 1950), ainsi que dans la revue du Semeur vaudois, en février 1954.",Fait,,,Oui
53,Périodique,Roud Gustave,Page de la vie d'Aimé,Revue de Belles-Lettres,,,5,,,1929-03,p. 15-18,"Cahiers, 6, p.20. Comme le ""Fragment"" (Revue romande, 1920), ce texte préfigure Essai pour un paradis.",Fait,,,Oui
191,Périodique,Roud Gustave,"Pages d’extrême-automne (rubrique ""Saisons"")",Suisse romande,,,"3e série, 6",,,1939-12,p. 268-271,"Le paragraphe “Forêt” est repris au début de “Forêt de Boulex”, Campagne perdue, Écrits III, p. 170-171. Le paragraphe “Cimetière” est repris, avec des variantes, dans Air de la solitude, Écrits II, p. 230-232. Le dernier paragraphe, “Route”, est repris avec quelques variantes à la fin de Campagne perdue, p. 202-203. Cahiers, 6, p. 61-62.",Fait,,,
107,Périodique,Roud Gustave,Palinodie,Aujourd'hui,,,53,,,1930-12-04,p. 3,"Repris dans “Palinodie”, Petit traité de la marche en plaine, Écrits I, p. 202-207.",Fait,,,
140,Périodique,Roud Gustave,Parallèle,Aujourd'hui,,,102,,,1931-11-12,p. 2-4,"Salut à quelques peintres, p. 33-42. Avant les autruches, après les iguanes, p. 177-180.",Fait,,,
56,Périodique,Roud Gustave,Passage du vin,Aujourd'hui,,,1,,,1929-12-05,p. 2,"Campagne perdue, Écrits III, p. 119-121.",Fait,,,Oui
164,Périodique,Roud Gustave,Peintures de René Auberjonois au Dézaley,Schweizer Annalen / Annales suisses,,,3,,,1936-03-03,p. 239-240,"Avant les autruches, après les iguanes, p. 245-246.",Fait,,,
11,Périodique,Roud Gustave,Petit rappel amical d'une découverte,Hommage à Jaques Berger,,,,Lausanne,Pour l'Art,1963,s.n.p.,"Reprise d'un extrait de ""Peinture moderne [Jacques Berger]"" paru dans Aujourd'hui en avril 1931.",Pas fait,,,Non
392,Périodique,Roud Gustave,Petit traité de la marche en plaine,Alliance culturelle romande,,,9,,,1967-05(-06),p. 54-55,"Reprise d'extraits d'""Étoile"" et ""Noms""",Pas repris,,,Oui
318,Périodique,Roud Gustave,Petite halte à Pailly,Gazette de Lausanne,,,299,,,1954-12-18(-19),p. 17,"Campagne perdue, Ecrits III,  p.173-178.",Fait,,,
359,Périodique,Roud Gustave,Petite lettre à Jean-David Lecoultre,"Don Quichotte de la Manche, caballero andante. Carré réalisé d'après le carton de Jean-David Lecoultre et présenté par Gustave Roud",,Verseau,,Lausanne,,1959-12,s. n. p.,"Salut à quelques peintres, p.105-108.",Fait,,,Oui
10,Périodique,Roud Gustave,Petite lettre au maître ymagier Max Roth,"C. F. Ramuz, Le Passage du poète, un carré présenté par Gustave Roud",,,,Lausanne,Au Verseau,1960,s.n.p.,"Texte à l'occasion des 60 ans de Max Roth, présentation du ""Carré"" du Passage du poète. La boîte contient 1 foulard, 1 brochure, 1 seau et une carte de salutation. ",,,,"Oui (CG 458, Max Roth)"
397,Périodique,Roud Gustave,Petite lettre au Président Weber-Perret,Alliance culturelle romande,,,12,,,1968-11,p. 9-13,,Fait,,,Oui
294,Périodique,Roud Gustave,Petite note sur Les Pieds de l’Ange,La Guilde du Livre,,,5,,,1951-05,p. 110-112,Sur le livre d'Alice Curchod,Fait,,,Oui
241,Périodique,Roud Gustave,Petite note sur Rive bleue,La Guilde du Livre,,,3,,,1945-03,p. 44-46,Sur le livre de Kristmann Gudmundsson.,Fait,,,Non (mais dans boîte La Guilde du Livre)
215,Périodique,Roud Gustave,Pigeon,La Guilde du Livre,,,6,,,1942-06,p. 94-96,"“Pigeon”, Air de la solitude, Écrits II, p. 172-179 (sans la photographie).",Fait,,,Oui
105,Périodique,Roud Gustave,"Poème, Sanatorium, Pain jeté (rubrique ""Notes"")",Aujourd'hui,,,49,,,,p. 3,"Contient ""Temps de la moisson"" de Hölderlin.",Fait,,,Oui
